test_id,server_id,download_connections,download_bytes,download_bytes_percent,name,country,country_code,latitude,longitude,sponsor_name
7204029262,34240,4,2210516,13.69,"Fujairah","United Arab Emirates","AE",25.1288,56.3265,"ETISALAT-UAE"
7204029479,17336,4,9653000,8.40,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"ETISALAT-UAE"
7204029479,28422,4,29625136,25.76,"Abu Dhabi","United Arab Emirates","AE",24.4539,54.3773,"ETISALAT-UAE"
7204029479,34238,4,23571800,20.50,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7204029479,34239,4,52132472,45.34,"Alain","United Arab Emirates","AE",24.1302,55.8023,"ETISALAT-UAE"
7204032274,28472,16,31306880,17.85,"Herden","Switzerland","CH",47.6049,8.9100,"Wingo"
7204032274,33712,16,65774080,37.51,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7204032274,34238,16,53684608,30.61,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7204032274,34239,16,24597801,14.03,"Alain","United Arab Emirates","AE",24.1302,55.8023,"ETISALAT-UAE"
7204032315,22129,4,1325540,6.01,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"i3D.net"
7204032315,33712,4,4247280,19.24,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7204032315,34238,4,11813336,53.52,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7204032315,34240,4,4686732,21.23,"Fujairah","United Arab Emirates","AE",25.1288,56.3265,"ETISALAT-UAE"
7204033889,28422,4,91952256,53.25,"Abu Dhabi","United Arab Emirates","AE",24.4539,54.3773,"ETISALAT-UAE"
7204033889,34238,4,34003200,19.69,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7204033889,34239,4,25408768,14.71,"Alain","United Arab Emirates","AE",24.1302,55.8023,"ETISALAT-UAE"
7204033889,34240,4,21329792,12.35,"Fujairah","United Arab Emirates","AE",25.1288,56.3265,"ETISALAT-UAE"
7204034877,22129,4,4919072,9.33,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"i3D.net"
7204034877,33712,4,16855872,31.98,"Sharjah","United Arab Emirates","AE",25.3463,55.4209,"ETISALAT-UAE"
7204034877,34238,4,22771596,43.21,"Ajman","United Arab Emirates","AE",25.4052,55.5136,"ETISALAT-UAE"
7204034877,34240,4,8155888,15.48,"Fujairah","United Arab Emirates","AE",25.1288,56.3265,"ETISALAT-UAE"
7204039970,4845,4,30281267,35.31,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"du"
7204039970,17336,4,12224820,14.26,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"ETISALAT-UAE"
7204039970,22129,4,25291000,29.49,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"i3D.net"
7204039970,34240,4,17953600,20.94,"Fujairah","United Arab Emirates","AE",25.1288,56.3265,"ETISALAT-UAE"
